family,family_common_name,scientific_name,classification,iucn_classification,assessment_date,iucn_assessment_date,authority,authority_link,species_link
Poeciliidae,Livebearers,Limia sulphurophila,CR,,May-20,,IUCN,https://www.iucnredlist.org/species/125981966/125986638,
Poeciliidae,Livebearers,Limia versicolor,VU,,May-20,,IUCN,https://www.iucnredlist.org/species/125982185/125986643,
Poeciliidae,Livebearers,Limia yaguajali,EN,,May-20,,IUCN,https://www.iucnredlist.org/species/125986113/125986653,
Poeciliidae,Livebearers,Limia zonata,NT,,May-20,,IUCN,https://www.iucnredlist.org/species/125986415/125986658,
Poeciliidae,Livebearers,Nomorhamphus weberi,NT,,Jun-18,,IUCN,https://www.iucnredlist.org/species/90982032/90982071,
Poeciliidae,Livebearers,Pamphorichthys pertapeh,CR,,Nov-18,,IUCN,https://www.iucnredlist.org/species/186797/1818524,
Poeciliidae,Livebearers,Phallichthys quadripunctatus,EN,,Dec-19,,IUCN,https://www.iucnredlist.org/species/164691443/164691571,
Poeciliidae,Livebearers,Phallichthys tico,VU,,Feb-19,,IUCN,https://www.iucnredlist.org/species/164691446/164691576,
Poeciliidae,Livebearers,Phalloceros ocellatus,NT,,Nov-18,,IUCN,https://www.iucnredlist.org/species/186563/1815002,
Poeciliidae,Livebearers,Phalloptychus eigenmanni,CR,,Nov-18,,IUCN,https://www.iucnredlist.org/species/186558/1814927,
Poeciliidae,Livebearers,Phalloptychus iheringii,NT,,Nov-18,,IUCN,https://www.iucnredlist.org/species/186532/1814484,
Poeciliidae,Livebearers,Phallotorynus dispilos,EN,,Feb-21,,IUCN,https://www.iucnredlist.org/species/176510310/176510489,
Poeciliidae,Livebearers,Phallotorynus fasciolatus,CR,,Nov-18,,IUCN,https://www.iucnredlist.org/species/187089/1822954,
Poeciliidae,Livebearers,Phallotorynus jucundus,EN,,Nov-18,,IUCN,https://www.iucnredlist.org/species/186661/1816472,
Poeciliidae,Livebearers,Poecilia dauli,VU,,Aug-19,,IUCN,https://www.iucnredlist.org/species/118043721/118043726,
Poeciliidae,Livebearers,Poecilia dominicensis,NT,,May-20,,IUCN,https://www.iucnredlist.org/species/125979602/125986558,
Poeciliidae,Livebearers,Poecilia elegans,NT,CVU,"May-20
(Sep-24)",,IUCN / (MT),https://www.iucnredlist.org/species/125979665/125986563,
Poeciliidae,Livebearers,Poecilia latipunctata,CVU,,Sep-24,,MT,https://caresforfish.org/?page_id=1586,
Poeciliidae,Livebearers,Poecilia rositae,EN,,Feb-20,,IUCN,https://www.iucnredlist.org/species/164691464/164691596,
Poeciliidae,Livebearers,Poecilia sulphuraria,EN,,Nov-18,,IUCN,https://www.iucnredlist.org/species/17833/1531411,
Poeciliidae,Livebearers,Poecilia teresae,EN,,Oct-19,,IUCN,https://www.iucnredlist.org/species/191754/2002441,
Poeciliidae,Livebearers,Poecilia velifera,VU,,Mar-18,,IUCN,https://www.iucnredlist.org/species/191755/2002448,
Poeciliidae,Livebearers,Poecilia wingei,EN,,Mar-21,,IUCN,https://www.iucnredlist.org/species/177429528/177429532,
Poeciliidae,Livebearers,Poeciliopsis catemaco,EN,,Mar-18,,IUCN,https://www.iucnredlist.org/species/191758/2002469,
Poeciliidae,Livebearers,Poeciliopsis elongata,NT,,May-08,,IUCN,https://www.iucnredlist.org/species/169376/6614160,
Poeciliidae,Livebearers,Poeciliopsis jackschultzi,EN,,Nov-19,,IUCN,https://www.iucnredlist.org/species/178839665/178839800,
Poeciliidae,Livebearers,Poeciliopsis latidens,NT,,Dec-18,,IUCN,https://www.iucnredlist.org/species/183314/1736282,
Poeciliidae,Livebearers,Poeciliopsis monacha,EN,,Dec-18,,IUCN,https://www.iucnredlist.org/species/17837/1532241,
Poeciliidae,Livebearers,Poeciliopsis paucimaculata,EN,,Feb-20,,IUCN,https://www.iucnredlist.org/species/168627110/170647198,
Poeciliidae,Livebearers,Poeciliopsis retropinna,VU,,Sep-19,,IUCN,https://www.iucnredlist.org/species/164691475/164691606,
Poeciliidae,Livebearers,Poeciliopsis santaelena,VU,,Feb-20,,IUCN,https://www.iucnredlist.org/species/168627060/170647203,
Poeciliidae,Livebearers,Poeciliopsis occidentalis sonorensis,CNT,,May-12,,MT,https://caresforfish.org/?page_id=1586,
Poeciliidae,Livebearers,Priapella chamulae,CNT,,May-12,,MT,https://caresforfish.org/?page_id=1586,
Poeciliidae,Livebearers,Priapella olmecae,EN,,Mar-18,,IUCN,https://www.iucnredlist.org/species/191771/2002553,
Poeciliidae,Livebearers,Priapichthys puetzi,CR,,Oct-19,,IUCN,https://www.iucnredlist.org/species/164692174/164692491,
Poeciliidae,Livebearers,Pseudoxiphophorus attenuatus,CR,,Oct-19,,IUCN,https://www.iucnredlist.org/species/125341177/164692315,
Poeciliidae,Livebearers,Pseudoxiphophorus cataractae,VU,,Oct-19,,IUCN,https://www.iucnredlist.org/species/125341262/164692320,
Poeciliidae,Livebearers,Pseudoxiphophorus diremptus,VU,,Oct-19,,IUCN,https://www.iucnredlist.org/species/125341281/164692325,
Poeciliidae,Livebearers,Quintana atrizona,CR,,Jun-20,,IUCN,https://www.iucnredlist.org/species/125989524/125989542,
Poeciliidae,Livebearers,Scolichthys iota,VU,,Oct-19,,IUCN,https://www.iucnredlist.org/species/164692223/164692501,
Poeciliidae,Livebearers,Xenodexia ctenolepis,CVU,,Sep-24,,MT,https://caresforfish.org/?page_id=1586,
Poeciliidae,Livebearers,Xenophallus umbratilis,VU,,Aug-19,,IUCN,https://www.iucnredlist.org/species/164692230/164692506,
Poeciliidae,Livebearers,Xiphophorus andersi,EN,,Mar-18,,IUCN,https://www.iucnredlist.org/species/191775/2002876,
Poeciliidae,Livebearers,Xiphophorus couchianus,EW,,Oct-18,,IUCN,https://www.iucnredlist.org/species/23156/157724204,
Poeciliidae,Livebearers,Xiphophorus gordoni,EN,,Dec-18,,IUCN,https://www.iucnredlist.org/species/23157/2784873,
Poeciliidae,Livebearers,Xiphophorus kallmani,CNT,,Sep-24,,MT,https://caresforfish.org/?page_id=1586,
Poeciliidae,Livebearers,Xiphophorus malinche,CVU,,Sep-24,,MT,https://caresforfish.org/?page_id=1586,
Poeciliidae,Livebearers,Xiphophorus meyeri,EW,,Oct-18,,IUCN,https://www.iucnredlist.org/species/23158/2784905,
Poeciliidae,Livebearers,Xiphophorus milleri,CNT,,Sep-24,,MT,https://caresforfish.org/?page_id=1586,
Poeciliidae,Livebearers,Xiphophorus mixei,CVU,,Sep-24,,MT,https://caresforfish.org/?page_id=1586,
Poeciliidae,Livebearers,Xiphophorus monticola,CVU,,Sep-24,,MT,https://caresforfish.org/?page_id=1586,
Poeciliidae,Livebearers,Xiphophorus signum,VU,,Oct-19,,IUCN,https://www.iucnredlist.org/species/164692241/164692516,
Pseudomugilidae,Blue eyes,Kiunga ballochi,CR,,Mar-2007,,IUCN,http://www.iucnredlist.org/apps/redlist/details/11021/0,
Pseudomugilidae,Blue eyes,Kiunga bleheri,CEN,,July-2017,,KB,https://caresforfish.org/?page_id=1093,
Pseudomugilidae,Blue eyes,Pseudomugil connieae,CEN,,July-2017,,KB,https://caresforfish.org/?page_id=1093,
Pseudomugilidae,Blue eyes,Pseudomugil cyanodorsalis,CNT,,July-2017,,KB,https://caresforfish.org/?page_id=1093,
Pseudomugilidae,Blue eyes,Pseudomugil furcatus,CNT,,July-2017,,KB,https://caresforfish.org/?page_id=1093,
Pseudomugilidae,Blue eyes,Pseudomugil ivantsoffi,CVU,,July-2017,,KB,https://caresforfish.org/?page_id=1093,
Pseudomugilidae,Blue eyes,Pseudomugil luminatus,CNT,,July-2017,,KB,https://caresforfish.org/?page_id=1093,
Pseudomugilidae,Blue eyes,Pseudomugil mellis,CCR,,July-2017,,KB,https://caresforfish.org/?page_id=1093,
Pseudomugilidae,Blue eyes,Pseudomugil novaeguineae,CEN,,July-2017,,KB,https://caresforfish.org/?page_id=1093,
Pseudomugilidae,Blue eyes,Pseudomugil paskai,CCR,,July-2017,,KB,https://caresforfish.org/?page_id=1093,
Pseudomugilidae,Blue eyes,Pseudomugil pellucidus,CEN,,July-2017,,KB,https://caresforfish.org/?page_id=1093,
Pseudomugilidae,Blue eyes,Pseudomugil reticulatus,CEN,,July-2017,,KB,https://caresforfish.org/?page_id=1093,
Pseudomugilidae,Blue eyes,Pseudomugil tenellus,CVU,,July-2017,,KB,https://caresforfish.org/?page_id=1093,
Rivulidae,Rivulus,Austrolebias wolterstorffi,CVU,,Jan-2014,,PVL,,
Rivulidae,Rivulus,Campellolebias brucei,VU,,Aug-1996,,IUCN,http://www.iucnredlist.org/apps/redlist/details/3708/0,
Rivulidae,Rivulus,Cynolebias boitonei,VU,,1996-08,,IUCN,http://www.iucnredlist.org/apps/redlist/details/6083/0,
Rivulidae,Rivulus,Cynolebias constanciae,VU,,,,IUCN,,
Rivulidae,Rivulus,Cynolebias splendens,VU,,,,IUCN,,
Rivulidae,Rivulus,Leptolebias cruzi,CEN,,,,PVL,,
Rivulidae,Rivulus,Leptolebias fluminensis,CEN,,,,PVL,,
Rivulidae,Rivulus,Leptolebias marmoratus,CEN,,,,PVL,,
Rivulidae,Rivulus,Leptolebias minimus,CEN,,,,PVL,,
Rivulidae,Rivulus,Leptolebias opalescens,VU,,,,IUCN,,
Rivulidae,Rivulus,Leptolebias sandrii,CEN,,,,PVL,,
Rivulidae,Rivulus,Nematolebias papilliferus,CEN,,,,PVL,,
Rivulidae,Rivulus,Rivulus fuscolineatus,CEN,,,,PVL,,
Rivulidae,Rivulus,Rivulus uroflammeus,CEN,,,,PVL,,
Valenciidae,Valencias,Valencia hispanica,CR,CCR,Jan-2006,Feb-2023,RP,https://caresforfish.org/?page_id=475,
Valenciidae,Valencias,Valencia letourneuxi,CR,CCR,Jan-2006,Feb-2023,IUCN,http://www.iucnredlist.org/apps/redlist/details/22830/0,
Valenciidae,Valencias,Valencia robertae,CCR,,Feb-2023,,RP,https://caresforfish.org/?page_id=475,
